FIPS,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Drove Alone,Workers 16 Years and Over: Carpooled,Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Motorcycle,Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,Workers 16 Years and Over: Other Means,Workers 16 Years and Over: Worked At Home,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Drove Alone,% Workers 16 Years and Over: Carpooled,% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Motorcycle,% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,% Workers 16 Years and Over: Other Means,% Workers 16 Years and Over: Worked At Home
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 211.01, DeKalb County, Georgia",ga,150,0,ACSSF,5890,,,,,13,89,,,,21101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890211011,,,3168232,115515,1938,1481,1359,122,63,0,0,18,0,376,76.42,70.12,6.3,3.25,0,0,0.93,0,19.4
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 211.02, DeKalb County, Georgia",ga,150,0,ACSSF,5891,,,,,13,89,,,,21102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890211021,,,172511,0,281,172,172,0,10,0,0,16,0,83,61.21,61.21,0,3.56,0,0,5.69,0,29.54
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 211.02, DeKalb County, Georgia",ga,150,0,ACSSF,5892,,,,,13,89,,,,21102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890211022,,,1485270,15805,1725,1515,1386,129,82,0,0,0,0,128,87.83,80.35,7.48,4.75,0,0,0,0,7.42
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 211.02, DeKalb County, Georgia",ga,150,0,ACSSF,5893,,,,,13,89,,,,21102,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890211023,,,757970,0,834,674,605,69,52,0,0,84,0,24,80.82,72.54,8.27,6.24,0,0,10.07,0,2.88
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 211.02, DeKalb County, Georgia",ga,150,0,ACSSF,5894,,,,,13,89,,,,21102,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890211024,,,1172046,0,1079,823,755,68,29,0,26,0,31,170,76.27,69.97,6.3,2.69,0,2.41,0,2.87,15.76
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.02, DeKalb County, Georgia",ga,150,0,ACSSF,5895,,,,,13,89,,,,21202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212021,,,2634753,0,1930,1681,1619,62,15,0,0,0,0,234,87.1,83.89,3.21,0.78,0,0,0,0,12.12
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.02, DeKalb County, Georgia",ga,150,0,ACSSF,5896,,,,,13,89,,,,21202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212022,,,2213450,79182,1162,896,835,61,96,0,0,0,0,170,77.11,71.86,5.25,8.26,0,0,0,0,14.63
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.02, DeKalb County, Georgia",ga,150,0,ACSSF,5897,,,,,13,89,,,,21202,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212023,,,2447178,5233,1402,1055,1004,51,0,0,0,14,0,333,75.25,71.61,3.64,0,0,0,1,0,23.75
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.04, DeKalb County, Georgia",ga,150,0,ACSSF,5898,,,,,13,89,,,,21204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212041,,,412351,0,468,338,50,288,116,0,0,14,0,0,72.22,10.68,61.54,24.79,0,0,2.99,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.04, DeKalb County, Georgia",ga,150,0,ACSSF,5899,,,,,13,89,,,,21204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212042,,,532684,0,544,400,76,324,123,0,11,10,0,0,73.53,13.97,59.56,22.61,0,2.02,1.84,0,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.04, DeKalb County, Georgia",ga,150,0,ACSSF,5900,,,,,13,89,,,,21204,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212043,,,3707413,0,368,146,65,81,69,0,0,107,0,46,39.67,17.66,22.01,18.75,0,0,29.08,0,12.5
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.08, DeKalb County, Georgia",ga,150,0,ACSSF,5901,,,,,13,89,,,,21208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212081,,,2443604,0,1802,1497,1299,198,164,0,0,0,12,129,83.07,72.09,10.99,9.1,0,0,0,0.67,7.16
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.08, DeKalb County, Georgia",ga,150,0,ACSSF,5902,,,,,13,89,,,,21208,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212082,,,1124765,0,791,722,631,91,36,0,0,0,0,33,91.28,79.77,11.5,4.55,0,0,0,0,4.17
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.09, DeKalb County, Georgia",ga,150,0,ACSSF,5903,,,,,13,89,,,,21209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212091,,,941751,0,1103,922,905,17,51,0,0,0,9,121,83.59,82.05,1.54,4.62,0,0,0,0.82,10.97
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.09, DeKalb County, Georgia",ga,150,0,ACSSF,5904,,,,,13,89,,,,21209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212092,,,889312,11215,988,843,839,4,14,0,0,0,0,131,85.32,84.92,0.4,1.42,0,0,0,0,13.26
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.09, DeKalb County, Georgia",ga,150,0,ACSSF,5905,,,,,13,89,,,,21209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212093,,,2122831,3273,1159,888,829,59,81,0,0,0,0,190,76.62,71.53,5.09,6.99,0,0,0,0,16.39
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 212.09, DeKalb County, Georgia",ga,150,0,ACSSF,5906,,,,,13,89,,,,21209,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212094,,,881768,0,634,420,420,0,27,0,0,0,0,187,66.25,66.25,0,4.26,0,0,0,0,29.5
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.10, DeKalb County, Georgia",ga,150,0,ACSSF,5907,,,,,13,89,,,,21210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212101,,,1935685,0,1034,846,818,28,33,0,0,0,30,125,81.82,79.11,2.71,3.19,0,0,0,2.9,12.09
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.10, DeKalb County, Georgia",ga,150,0,ACSSF,5908,,,,,13,89,,,,21210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212102,,,1286320,17934,436,385,337,48,35,0,0,0,0,16,88.3,77.29,11.01,8.03,0,0,0,0,3.67
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.10, DeKalb County, Georgia",ga,150,0,ACSSF,5909,,,,,13,89,,,,21210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212103,,,3076752,46318,1234,1073,970,103,64,0,0,0,0,97,86.95,78.61,8.35,5.19,0,0,0,0,7.86
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.11, DeKalb County, Georgia",ga,150,0,ACSSF,5910,,,,,13,89,,,,21211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212111,,,1154622,49694,492,387,364,23,10,0,0,0,0,95,78.66,73.98,4.67,2.03,0,0,0,0,19.31
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.11, DeKalb County, Georgia",ga,150,0,ACSSF,5911,,,,,13,89,,,,21211,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212112,,,2147073,1626,1004,841,798,43,0,0,0,0,15,148,83.76,79.48,4.28,0,0,0,0,1.49,14.74
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.11, DeKalb County, Georgia",ga,150,0,ACSSF,5912,,,,,13,89,,,,21211,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212113,,,1610696,68790,807,725,701,24,30,0,0,0,12,40,89.84,86.86,2.97,3.72,0,0,0,1.49,4.96
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.13, DeKalb County, Georgia",ga,150,0,ACSSF,5913,,,,,13,89,,,,21213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212131,,,1110077,0,610,500,419,81,24,0,0,0,9,77,81.97,68.69,13.28,3.93,0,0,0,1.48,12.62
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.13, DeKalb County, Georgia",ga,150,0,ACSSF,5914,,,,,13,89,,,,21213,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212132,,,1901112,0,755,598,562,36,12,9,0,0,0,136,79.21,74.44,4.77,1.59,1.19,0,0,0,18.01
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.14, DeKalb County, Georgia",ga,150,0,ACSSF,5915,,,,,13,89,,,,21214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212141,,,1805674,0,886,571,561,10,10,0,0,33,37,235,64.45,63.32,1.13,1.13,0,0,3.72,4.18,26.52
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.14, DeKalb County, Georgia",ga,150,0,ACSSF,5916,,,,,13,89,,,,21214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212142,,,2609089,40292,1387,1003,1003,0,40,0,0,14,0,330,72.31,72.31,0,2.88,0,0,1.01,0,23.79
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.15, DeKalb County, Georgia",ga,150,0,ACSSF,5918,,,,,13,89,,,,21215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212151,,,2511320,12306,2242,1683,1423,260,388,0,0,66,4,101,75.07,63.47,11.6,17.31,0,0,2.94,0.18,4.5
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.15, DeKalb County, Georgia",ga,150,0,ACSSF,5919,,,,,13,89,,,,21215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212152,,,726389,0,1061,959,756,203,83,0,0,0,0,19,90.39,71.25,19.13,7.82,0,0,0,0,1.79
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.16, DeKalb County, Georgia",ga,150,0,ACSSF,5920,,,,,13,89,,,,21216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212161,,,1081121,0,547,483,458,25,24,0,0,0,0,40,88.3,83.73,4.57,4.39,0,0,0,0,7.31
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.16, DeKalb County, Georgia",ga,150,0,ACSSF,5921,,,,,13,89,,,,21216,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212162,,,1306528,0,2280,1779,1656,123,286,0,0,58,0,157,78.03,72.63,5.39,12.54,0,0,2.54,0,6.89
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.16, DeKalb County, Georgia",ga,150,0,ACSSF,5922,,,,,13,89,,,,21216,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212163,,,1241519,0,1801,1618,1503,115,83,0,0,55,19,26,89.84,83.45,6.39,4.61,0,0,3.05,1.05,1.44
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.17, DeKalb County, Georgia",ga,150,0,ACSSF,5923,,,,,13,89,,,,21217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212171,,,1676803,0,1287,1100,1014,86,46,0,0,7,5,129,85.47,78.79,6.68,3.57,0,0,0.54,0.39,10.02
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 212.18, DeKalb County, Georgia",ga,150,0,ACSSF,5924,,,,,13,89,,,,21218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212181,,,423235,5768,1169,1025,894,131,60,0,0,0,0,84,87.68,76.48,11.21,5.13,0,0,0,0,7.19
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 212.18, DeKalb County, Georgia",ga,150,0,ACSSF,5925,,,,,13,89,,,,21218,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212182,,,778073,0,1794,1570,1482,88,102,0,0,0,33,89,87.51,82.61,4.91,5.69,0,0,0,1.84,4.96
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 212.18, DeKalb County, Georgia",ga,150,0,ACSSF,5926,,,,,13,89,,,,21218,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890212183,,,1620737,0,687,633,610,23,25,0,16,0,0,13,92.14,88.79,3.35,3.64,0,2.33,0,0,1.89
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 213.01, DeKalb County, Georgia",ga,150,0,ACSSF,5927,,,,,13,89,,,,21301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213011,,,2585367,0,461,387,163,224,39,0,0,10,0,25,83.95,35.36,48.59,8.46,0,0,2.17,0,5.42
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 213.01, DeKalb County, Georgia",ga,150,0,ACSSF,5928,,,,,13,89,,,,21301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213012,,,1045290,0,1848,1530,1467,63,201,0,0,28,19,70,82.79,79.38,3.41,10.88,0,0,1.52,1.03,3.79
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 213.03, DeKalb County, Georgia",ga,150,0,ACSSF,5929,,,,,13,89,,,,21303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213031,,,1238904,0,1285,1129,769,360,77,0,0,45,7,27,87.86,59.84,28.02,5.99,0,0,3.5,0.54,2.1
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 213.03, DeKalb County, Georgia",ga,150,0,ACSSF,5930,,,,,13,89,,,,21303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213032,,,1994117,0,504,429,368,61,50,0,0,25,0,0,85.12,73.02,12.1,9.92,0,0,4.96,0,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 213.03, DeKalb County, Georgia",ga,150,0,ACSSF,5931,,,,,13,89,,,,21303,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213033,,,1151805,0,931,706,400,306,151,0,0,51,0,23,75.83,42.96,32.87,16.22,0,0,5.48,0,2.47
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 213.05, DeKalb County, Georgia",ga,150,0,ACSSF,5932,,,,,13,89,,,,21305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213051,,,808910,333334,614,554,462,92,0,0,0,0,0,60,90.23,75.24,14.98,0,0,0,0,0,9.77
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 213.05, DeKalb County, Georgia",ga,150,0,ACSSF,5933,,,,,13,89,,,,21305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213052,,,1340343,0,1859,1609,1188,421,171,0,0,23,33,23,86.55,63.91,22.65,9.2,0,0,1.24,1.78,1.24
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 213.06, DeKalb County, Georgia",ga,150,0,ACSSF,5934,,,,,13,89,,,,21306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213061,,,3507096,10018,1542,1409,1201,208,51,0,0,15,0,67,91.37,77.89,13.49,3.31,0,0,0.97,0,4.35
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 213.06, DeKalb County, Georgia",ga,150,0,ACSSF,5935,,,,,13,89,,,,21306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213062,,,1139508,0,327,305,280,25,0,0,0,0,22,0,93.27,85.63,7.65,0,0,0,0,6.73,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 213.06, DeKalb County, Georgia",ga,150,0,ACSSF,5936,,,,,13,89,,,,21306,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213063,,,629487,0,926,869,469,400,15,0,0,15,0,27,93.84,50.65,43.2,1.62,0,0,1.62,0,2.92
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 213.07, DeKalb County, Georgia",ga,150,0,ACSSF,5937,,,,,13,89,,,,21307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213071,,,1048905,0,745,595,358,237,82,11,0,0,20,37,79.87,48.05,31.81,11.01,1.48,0,0,2.68,4.97
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 213.07, DeKalb County, Georgia",ga,150,0,ACSSF,5938,,,,,13,89,,,,21307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213072,,,2571249,0,1236,993,802,191,117,5,0,20,16,85,80.34,64.89,15.45,9.47,0.4,0,1.62,1.29,6.88
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 213.08, DeKalb County, Georgia",ga,150,0,ACSSF,5939,,,,,13,89,,,,21308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213081,,,1208048,0,1144,934,742,192,111,0,0,0,9,90,81.64,64.86,16.78,9.7,0,0,0,0.79,7.87
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 213.08, DeKalb County, Georgia",ga,150,0,ACSSF,5940,,,,,13,89,,,,21308,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213082,,,450928,0,318,292,284,8,26,0,0,0,0,0,91.82,89.31,2.52,8.18,0,0,0,0,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 213.08, DeKalb County, Georgia",ga,150,0,ACSSF,5941,,,,,13,89,,,,21308,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890213083,,,1043320,0,815,732,356,376,51,0,0,0,20,12,89.82,43.68,46.13,6.26,0,0,0,2.45,1.47
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.05, DeKalb County, Georgia",ga,150,0,ACSSF,5942,,,,,13,89,,,,21405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214051,,,862271,0,707,543,541,2,7,0,0,0,0,157,76.8,76.52,0.28,0.99,0,0,0,0,22.21
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.05, DeKalb County, Georgia",ga,150,0,ACSSF,5943,,,,,13,89,,,,21405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214052,,,872917,0,1410,1149,938,211,94,0,0,33,0,134,81.49,66.52,14.96,6.67,0,0,2.34,0,9.5
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 214.05, DeKalb County, Georgia",ga,150,0,ACSSF,5944,,,,,13,89,,,,21405,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214053,,,666460,0,1173,976,904,72,13,0,0,0,33,151,83.21,77.07,6.14,1.11,0,0,0,2.81,12.87
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.09, DeKalb County, Georgia",ga,150,0,ACSSF,5945,,,,,13,89,,,,21409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214091,,,567884,0,1826,1623,1309,314,174,0,0,29,0,0,88.88,71.69,17.2,9.53,0,0,1.59,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.09, DeKalb County, Georgia",ga,150,0,ACSSF,5946,,,,,13,89,,,,21409,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214092,,,473577,0,649,516,116,400,41,0,0,72,0,20,79.51,17.87,61.63,6.32,0,0,11.09,0,3.08
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.10, DeKalb County, Georgia",ga,150,0,ACSSF,5947,,,,,13,89,,,,21410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214101,,,798639,0,1002,899,728,171,47,0,0,17,0,39,89.72,72.65,17.07,4.69,0,0,1.7,0,3.89
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.10, DeKalb County, Georgia",ga,150,0,ACSSF,5948,,,,,13,89,,,,21410,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214102,,,374698,0,1431,1155,189,966,260,0,0,16,0,0,80.71,13.21,67.51,18.17,0,0,1.12,0,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 214.10, DeKalb County, Georgia",ga,150,0,ACSSF,5949,,,,,13,89,,,,21410,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214103,,,1545020,19482,962,802,710,92,91,0,0,17,0,52,83.37,73.8,9.56,9.46,0,0,1.77,0,5.41
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.11, DeKalb County, Georgia",ga,150,0,ACSSF,5950,,,,,13,89,,,,21411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214111,,,877994,0,1621,1337,1311,26,69,0,0,35,0,180,82.48,80.88,1.6,4.26,0,0,2.16,0,11.1
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.11, DeKalb County, Georgia",ga,150,0,ACSSF,5951,,,,,13,89,,,,21411,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214112,,,789289,0,775,674,650,24,9,0,0,11,9,72,86.97,83.87,3.1,1.16,0,0,1.42,1.16,9.29
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.12, DeKalb County, Georgia",ga,150,0,ACSSF,5952,,,,,13,89,,,,21412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214121,,,1185194,0,811,703,658,45,51,0,0,0,8,49,86.68,81.13,5.55,6.29,0,0,0,0.99,6.04
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.12, DeKalb County, Georgia",ga,150,0,ACSSF,5953,,,,,13,89,,,,21412,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214122,,,1011030,0,825,696,599,97,98,0,0,22,0,9,84.36,72.61,11.76,11.88,0,0,2.67,0,1.09
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 214.12, DeKalb County, Georgia",ga,150,0,ACSSF,5954,,,,,13,89,,,,21412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214123,,,938758,0,592,489,489,0,27,4,0,0,8,64,82.6,82.6,0,4.56,0.68,0,0,1.35,10.81
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.13, DeKalb County, Georgia",ga,150,0,ACSSF,5955,,,,,13,89,,,,21413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214131,,,827795,0,1629,1052,736,316,514,0,0,0,0,63,64.58,45.18,19.4,31.55,0,0,0,0,3.87
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.13, DeKalb County, Georgia",ga,150,0,ACSSF,5956,,,,,13,89,,,,21413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214132,,,138328,0,650,486,294,192,141,0,0,23,0,0,74.77,45.23,29.54,21.69,0,0,3.54,0,0
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.14, DeKalb County, Georgia",ga,150,0,ACSSF,5957,,,,,13,89,,,,21414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214141,,,463889,0,1210,891,695,196,188,0,0,10,18,103,73.64,57.44,16.2,15.54,0,0,0.83,1.49,8.51
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 214.14, DeKalb County, Georgia",ga,150,0,ACSSF,5958,,,,,13,89,,,,21414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214142,,,616607,19731,996,820,714,106,120,0,0,0,28,28,82.33,71.69,10.64,12.05,0,0,0,2.81,2.81
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 214.15, DeKalb County, Georgia",ga,150,0,ACSSF,5959,,,,,13,89,,,,21415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890214151,,,378785,978,692,624,594,30,16,0,0,0,21,31,90.17,85.84,4.34,2.31,0,0,0,3.03,4.48
