FIPS,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Drove Alone,Workers 16 Years and Over: Carpooled,Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Motorcycle,Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,Workers 16 Years and Over: Other Means,Workers 16 Years and Over: Worked At Home,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Drove Alone,% Workers 16 Years and Over: Carpooled,% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Motorcycle,% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,% Workers 16 Years and Over: Other Means,% Workers 16 Years and Over: Worked At Home
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 231.01, DeKalb County, Georgia",ga,150,0,ACSSF,6105,,,,,13,89,,,,23101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231014,,,988846,0,815,623,568,55,115,0,28,17,0,32,76.44,69.69,6.75,14.11,0,3.44,2.09,0,3.93
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.02, DeKalb County, Georgia",ga,150,0,ACSSF,6106,,,,,13,89,,,,23102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231021,,,1446952,7655,940,736,722,14,151,0,0,1,0,52,78.3,76.81,1.49,16.06,0,0,0.11,0,5.53
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 231.02, DeKalb County, Georgia",ga,150,0,ACSSF,6107,,,,,13,89,,,,23102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231022,,,1060277,0,760,454,430,24,261,0,0,0,0,45,59.74,56.58,3.16,34.34,0,0,0,0,5.92
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.07, DeKalb County, Georgia",ga,150,0,ACSSF,6108,,,,,13,89,,,,23107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231071,,,1546988,0,995,820,705,115,88,0,0,26,0,61,82.41,70.85,11.56,8.84,0,0,2.61,0,6.13
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 231.07, DeKalb County, Georgia",ga,150,0,ACSSF,6109,,,,,13,89,,,,23107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231072,,,954205,0,375,242,224,18,103,0,0,12,18,0,64.53,59.73,4.8,27.47,0,0,3.2,4.8,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 231.07, DeKalb County, Georgia",ga,150,0,ACSSF,6110,,,,,13,89,,,,23107,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231073,,,1251511,0,702,577,577,0,96,0,0,0,20,9,82.19,82.19,0,13.68,0,0,0,2.85,1.28
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.08, DeKalb County, Georgia",ga,150,0,ACSSF,6111,,,,,13,89,,,,23108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231081,,,2070671,10004,664,330,298,32,216,0,0,0,17,101,49.7,44.88,4.82,32.53,0,0,0,2.56,15.21
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 231.08, DeKalb County, Georgia",ga,150,0,ACSSF,6112,,,,,13,89,,,,23108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231082,,,794858,4117,558,489,461,28,61,0,0,0,8,0,87.63,82.62,5.02,10.93,0,0,0,1.43,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 231.08, DeKalb County, Georgia",ga,150,0,ACSSF,6113,,,,,13,89,,,,23108,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231083,,,828270,0,643,368,357,11,207,0,0,0,11,57,57.23,55.52,1.71,32.19,0,0,0,1.71,8.86
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.11, DeKalb County, Georgia",ga,150,0,ACSSF,6114,,,,,13,89,,,,23111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231111,,,2333323,14379,967,741,692,49,134,0,0,4,15,73,76.63,71.56,5.07,13.86,0,0,0.41,1.55,7.55
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.12, DeKalb County, Georgia",ga,150,0,ACSSF,6115,,,,,13,89,,,,23112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231121,,,951684,7877,855,438,334,104,398,0,0,19,0,0,51.23,39.06,12.16,46.55,0,0,2.22,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 231.12, DeKalb County, Georgia",ga,150,0,ACSSF,6116,,,,,13,89,,,,23112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231122,,,923088,3663,1053,684,586,98,297,0,0,0,23,49,64.96,55.65,9.31,28.21,0,0,0,2.18,4.65
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 231.12, DeKalb County, Georgia",ga,150,0,ACSSF,6117,,,,,13,89,,,,23112,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231123,,,594225,0,343,322,302,20,9,0,0,0,0,12,93.88,88.05,5.83,2.62,0,0,0,0,3.5
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.13, DeKalb County, Georgia",ga,150,0,ACSSF,6118,,,,,13,89,,,,23113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231131,,,852573,6722,538,437,412,25,80,0,0,0,9,12,81.23,76.58,4.65,14.87,0,0,0,1.67,2.23
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 231.13, DeKalb County, Georgia",ga,150,0,ACSSF,6119,,,,,13,89,,,,23113,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231132,,,1173607,2196,947,624,539,85,194,0,0,8,30,91,65.89,56.92,8.98,20.49,0,0,0.84,3.17,9.61
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.14, DeKalb County, Georgia",ga,150,0,ACSSF,6120,,,,,13,89,,,,23114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231141,,,968321,7207,504,459,401,58,4,0,0,0,7,34,91.07,79.56,11.51,0.79,0,0,0,1.39,6.75
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 231.14, DeKalb County, Georgia",ga,150,0,ACSSF,6121,,,,,13,89,,,,23114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231142,,,1420601,5497,739,622,512,110,68,0,0,16,0,33,84.17,69.28,14.88,9.2,0,0,2.17,0,4.47
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 231.15, DeKalb County, Georgia",ga,150,0,ACSSF,6122,,,,,13,89,,,,23115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890231151,,,677899,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.04, DeKalb County, Georgia",ga,150,0,ACSSF,6123,,,,,13,89,,,,23204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232041,,,1889545,18877,1325,1166,1129,37,54,0,0,0,105,0,88,85.21,2.79,4.08,0,0,0,7.92,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.04, DeKalb County, Georgia",ga,150,0,ACSSF,6124,,,,,13,89,,,,23204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232042,,,1929945,12717,1019,707,557,150,154,0,0,0,0,158,69.38,54.66,14.72,15.11,0,0,0,0,15.51
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 232.04, DeKalb County, Georgia",ga,150,0,ACSSF,6125,,,,,13,89,,,,23204,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232043,,,2865688,44856,1228,945,945,0,143,0,0,0,0,140,76.95,76.95,0,11.64,0,0,0,0,11.4
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.06, DeKalb County, Georgia",ga,150,0,ACSSF,6126,,,,,13,89,,,,23206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232061,,,3767396,8869,1544,1114,1085,29,96,0,121,0,0,213,72.15,70.27,1.88,6.22,0,7.84,0,0,13.8
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.06, DeKalb County, Georgia",ga,150,0,ACSSF,6127,,,,,13,89,,,,23206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232062,,,1962901,12862,1082,704,589,115,178,0,59,55,26,60,65.06,54.44,10.63,16.45,0,5.45,5.08,2.4,5.55
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 232.06, DeKalb County, Georgia",ga,150,0,ACSSF,6128,,,,,13,89,,,,23206,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232063,,,1511532,1620,954,617,511,106,301,0,0,1,15,20,64.68,53.56,11.11,31.55,0,0,0.1,1.57,2.1
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.08, DeKalb County, Georgia",ga,150,0,ACSSF,6129,,,,,13,89,,,,23208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232081,,,1725591,3932,1329,1000,813,187,248,0,0,68,0,13,75.24,61.17,14.07,18.66,0,0,5.12,0,0.98
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.08, DeKalb County, Georgia",ga,150,0,ACSSF,6130,,,,,13,89,,,,23208,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232082,,,1406715,0,394,292,292,0,6,0,0,0,0,96,74.11,74.11,0,1.52,0,0,0,0,24.37
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 232.08, DeKalb County, Georgia",ga,150,0,ACSSF,6131,,,,,13,89,,,,23208,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232083,,,1529568,54955,1274,944,901,43,192,0,0,39,0,99,74.1,70.72,3.38,15.07,0,0,3.06,0,7.77
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.09, DeKalb County, Georgia",ga,150,0,ACSSF,6132,,,,,13,89,,,,23209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232091,,,773744,0,604,497,429,68,54,0,0,0,0,53,82.28,71.03,11.26,8.94,0,0,0,0,8.77
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.09, DeKalb County, Georgia",ga,150,0,ACSSF,6133,,,,,13,89,,,,23209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232092,,,2701080,55669,1169,972,853,119,115,0,0,15,7,60,83.15,72.97,10.18,9.84,0,0,1.28,0.6,5.13
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 232.09, DeKalb County, Georgia",ga,150,0,ACSSF,6134,,,,,13,89,,,,23209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232093,,,1073615,3276,896,577,532,45,143,0,0,9,0,167,64.4,59.38,5.02,15.96,0,0,1,0,18.64
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.10, DeKalb County, Georgia",ga,150,0,ACSSF,6135,,,,,13,89,,,,23210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232101,,,877894,3826,456,355,355,0,61,0,0,0,40,0,77.85,77.85,0,13.38,0,0,0,8.77,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.10, DeKalb County, Georgia",ga,150,0,ACSSF,6136,,,,,13,89,,,,23210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232102,,,968666,16109,213,154,154,0,20,0,0,0,0,39,72.3,72.3,0,9.39,0,0,0,0,18.31
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 232.10, DeKalb County, Georgia",ga,150,0,ACSSF,6137,,,,,13,89,,,,23210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232103,,,1285232,4016,1228,1067,906,161,26,0,0,0,0,135,86.89,73.78,13.11,2.12,0,0,0,0,10.99
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 232.10, DeKalb County, Georgia",ga,150,0,ACSSF,6138,,,,,13,89,,,,23210,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232104,,,305479,1642,564,393,349,44,171,0,0,0,0,0,69.68,61.88,7.8,30.32,0,0,0,0,0
1.3089E+11,Block Group 5,"Block Group 5, Census Tract 232.10, DeKalb County, Georgia",ga,150,0,ACSSF,6139,,,,,13,89,,,,23210,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232105,,,721882,0,1237,918,821,97,319,0,0,0,0,0,74.21,66.37,7.84,25.79,0,0,0,0,0
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.11, DeKalb County, Georgia",ga,150,0,ACSSF,6140,,,,,13,89,,,,23211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232111,,,1510893,0,757,682,661,21,46,0,0,0,0,29,90.09,87.32,2.77,6.08,0,0,0,0,3.83
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.11, DeKalb County, Georgia",ga,150,0,ACSSF,6141,,,,,13,89,,,,23211,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232112,,,973593,7190,936,877,831,46,22,0,0,0,0,37,93.7,88.78,4.91,2.35,0,0,0,0,3.95
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.12, DeKalb County, Georgia",ga,150,0,ACSSF,6142,,,,,13,89,,,,23212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232121,,,1714679,36997,997,754,652,102,72,25,0,0,0,146,75.63,65.4,10.23,7.22,2.51,0,0,0,14.64
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.12, DeKalb County, Georgia",ga,150,0,ACSSF,6143,,,,,13,89,,,,23212,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232122,,,1796301,0,1019,928,830,98,80,0,0,0,0,11,91.07,81.45,9.62,7.85,0,0,0,0,1.08
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.13, DeKalb County, Georgia",ga,150,0,ACSSF,6144,,,,,13,89,,,,23213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232131,,,1018071,0,370,297,242,55,0,0,0,0,20,53,80.27,65.41,14.86,0,0,0,0,5.41,14.32
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.13, DeKalb County, Georgia",ga,150,0,ACSSF,6145,,,,,13,89,,,,23213,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232132,,,1350465,0,1140,1063,900,163,59,0,0,0,18,0,93.25,78.95,14.3,5.18,0,0,0,1.58,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 232.13, DeKalb County, Georgia",ga,150,0,ACSSF,6146,,,,,13,89,,,,23213,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232133,,,2666353,16630,1655,1565,1396,169,49,0,0,0,0,41,94.56,84.35,10.21,2.96,0,0,0,0,2.48
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 232.14, DeKalb County, Georgia",ga,150,0,ACSSF,6147,,,,,13,89,,,,23214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232141,,,1894207,3078,1433,1218,1117,101,163,0,0,20,0,32,85,77.95,7.05,11.37,0,0,1.4,0,2.23
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 232.14, DeKalb County, Georgia",ga,150,0,ACSSF,6148,,,,,13,89,,,,23214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890232142,,,4642723,80140,1411,1127,898,229,168,0,0,0,0,116,79.87,63.64,16.23,11.91,0,0,0,0,8.22
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 233.06, DeKalb County, Georgia",ga,150,0,ACSSF,6154,,,,,13,89,,,,23306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233062,,,4719220,196813,1158,1087,1050,37,0,0,0,0,0,71,93.87,90.67,3.2,0,0,0,0,0,6.13
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 233.09, DeKalb County, Georgia",ga,150,0,ACSSF,6156,,,,,13,89,,,,23309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233091,,,741430,2135,585,503,503,0,23,0,0,0,0,59,85.98,85.98,0,3.93,0,0,0,0,10.09
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 233.09, DeKalb County, Georgia",ga,150,0,ACSSF,6157,,,,,13,89,,,,23309,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233092,,,1066460,7442,697,585,546,39,66,0,0,0,0,46,83.93,78.34,5.6,9.47,0,0,0,0,6.6
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 233.09, DeKalb County, Georgia",ga,150,0,ACSSF,6158,,,,,13,89,,,,23309,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233093,,,2523653,29403,2186,2049,1877,172,59,0,0,0,0,78,93.73,85.86,7.87,2.7,0,0,0,0,3.57
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 233.09, DeKalb County, Georgia",ga,150,0,ACSSF,6159,,,,,13,89,,,,23309,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233094,,,819064,0,1355,1227,1137,90,49,0,0,0,0,79,90.55,83.91,6.64,3.62,0,0,0,0,5.83
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 233.10, DeKalb County, Georgia",ga,150,0,ACSSF,6160,,,,,13,89,,,,23310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233101,,,3540424,50435,1467,1176,1114,62,71,0,0,1,0,219,80.16,75.94,4.23,4.84,0,0,0.07,0,14.93
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 233.12, DeKalb County, Georgia",ga,150,0,ACSSF,6166,,,,,13,89,,,,23312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233121,,,3879004,34267,2363,2093,1963,130,110,0,0,0,42,118,88.57,83.07,5.5,4.66,0,0,0,1.78,4.99
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 233.12, DeKalb County, Georgia",ga,150,0,ACSSF,6167,,,,,13,89,,,,23312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233122,,,3435430,176849,1892,1564,1438,126,144,0,0,69,0,115,82.66,76,6.66,7.61,0,0,3.65,0,6.08
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 233.12, DeKalb County, Georgia",ga,150,0,ACSSF,6168,,,,,13,89,,,,23312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233123,,,1314214,3988,1483,1202,1132,70,120,0,0,0,0,161,81.05,76.33,4.72,8.09,0,0,0,0,10.86
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 233.14, DeKalb County, Georgia",ga,150,0,ACSSF,6171,,,,,13,89,,,,23314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233141,,,1633760,50942,775,609,476,133,120,0,0,0,0,46,78.58,61.42,17.16,15.48,0,0,0,0,5.94
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 233.14, DeKalb County, Georgia",ga,150,0,ACSSF,6172,,,,,13,89,,,,23314,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233142,,,2135621,37288,1470,1299,1143,156,42,0,0,21,60,48,88.37,77.76,10.61,2.86,0,0,1.43,4.08,3.27
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 233.14, DeKalb County, Georgia",ga,150,0,ACSSF,6173,,,,,13,89,,,,23314,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890233143,,,1345167,37710,895,823,733,90,72,0,0,0,0,0,91.96,81.9,10.06,8.04,0,0,0,0,0
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 234.10, DeKalb County, Georgia",ga,150,0,ACSSF,6179,,,,,13,89,,,,23410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234101,,,1916587,14248,1356,942,804,138,335,0,0,79,0,0,69.47,59.29,10.18,24.71,0,0,5.83,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 234.10, DeKalb County, Georgia",ga,150,0,ACSSF,6180,,,,,13,89,,,,23410,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234102,,,1312602,0,928,769,658,111,97,0,0,0,15,47,82.87,70.91,11.96,10.45,0,0,0,1.62,5.06
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 234.11, DeKalb County, Georgia",ga,150,0,ACSSF,6181,,,,,13,89,,,,23411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234111,,,1210693,1028,682,557,518,39,53,0,0,0,38,34,81.67,75.95,5.72,7.77,0,0,0,5.57,4.99
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 234.11, DeKalb County, Georgia",ga,150,0,ACSSF,6182,,,,,13,89,,,,23411,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234112,,,1700950,4099,833,700,599,101,133,0,0,0,0,0,84.03,71.91,12.12,15.97,0,0,0,0,0
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 234.12, DeKalb County, Georgia",ga,150,0,ACSSF,6183,,,,,13,89,,,,23412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234121,,,2813335,33296,684,627,497,130,40,0,0,17,0,0,91.67,72.66,19.01,5.85,0,0,2.49,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 234.12, DeKalb County, Georgia",ga,150,0,ACSSF,6184,,,,,13,89,,,,23412,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234122,,,1696954,6042,192,153,153,0,0,0,0,0,0,39,79.69,79.69,0,0,0,0,0,0,20.31
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 234.12, DeKalb County, Georgia",ga,150,0,ACSSF,6185,,,,,13,89,,,,23412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234123,,,2825463,0,1452,1264,1132,132,135,0,0,0,0,53,87.05,77.96,9.09,9.3,0,0,0,0,3.65
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 234.13, DeKalb County, Georgia",ga,150,0,ACSSF,6186,,,,,13,89,,,,23413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234131,,,1669852,0,1169,1028,903,125,141,0,0,0,0,0,87.94,77.25,10.69,12.06,0,0,0,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 234.13, DeKalb County, Georgia",ga,150,0,ACSSF,6187,,,,,13,89,,,,23413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234132,,,2331515,60917,750,671,584,87,0,0,0,0,0,79,89.47,77.87,11.6,0,0,0,0,0,10.53
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 234.14, DeKalb County, Georgia",ga,150,0,ACSSF,6188,,,,,13,89,,,,23414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234141,,,2353493,32542,1087,853,853,0,79,0,0,0,0,155,78.47,78.47,0,7.27,0,0,0,0,14.26
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 234.14, DeKalb County, Georgia",ga,150,0,ACSSF,6189,,,,,13,89,,,,23414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234142,,,1614629,0,636,608,607,1,2,0,0,0,26,0,95.6,95.44,0.16,0.31,0,0,0,4.09,0
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 234.14, DeKalb County, Georgia",ga,150,0,ACSSF,6190,,,,,13,89,,,,23414,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234143,,,2895689,33835,1445,1388,1301,87,22,0,0,0,0,35,96.06,90.03,6.02,1.52,0,0,0,0,2.42
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 234.16, DeKalb County, Georgia",ga,150,0,ACSSF,6191,,,,,13,89,,,,23416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890234161,,,2053556,929,1257,1189,1101,88,31,0,0,0,23,14,94.59,87.59,7,2.47,0,0,0,1.83,1.11
